call_id,input_preview,input_length_chars,success,elapsed_s,result_keys,result_key_count,result_json_snippet,error
280,We conducted a double-blind placebo-controlled trial at a rural primary care dental practice in Germany enrolling patien,667,True,28.5094,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Primary population consists of high-risk adults with dental caries (485 participants)""}, ""suspicious_or_malignant_lesions"": {""select",
281,We conducted a pragmatic cluster RCT at a community oral health clinic in South Korea enrolling patients with chronic pe,578,True,31.3423,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with chronic periodontitis, a non-malignant periodontal disease involving clinically evident oral lesions/inflammation""}, """,
282,We conducted a single-arm pilot study at a community oral health clinic in China enrolling patients with oral squamous c,662,True,21.6501,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC); a sub-grou",
283,We conducted a single-arm pilot study at a rural primary care dental practice in Sri Lanka enrolling patients with oral ,535,True,23.1372,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis (a potentially malignan",
284,We conducted a double-blind placebo-controlled trial at a tertiary referral cancer centre in Australia enrolling patient,649,True,25.233,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
285,We conducted a multi-centre observational study at a veterans' healthcare dental department in the United States enrolli,674,True,29.1084,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia stratified by lesion severity ",
286,We conducted a double-blind placebo-controlled trial at a veterans' healthcare dental department in China enrolling pati,609,True,24.1657,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis, a potentially malignan",
287,We conducted a single-arm pilot study at a municipal public health dental screening programme in Taiwan enrolling patien,540,True,30.6514,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus (a potentially malignant ora",
288,We conducted a multi-centre observational study at a university dental hospital in the United States enrolling patients ,727,True,23.5416,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC); a subgroup",
289,We conducted a prospective cohort study at a municipal public health dental screening programme in Australia enrolling p,565,True,24.4744,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
290,We conducted a double-blind placebo-controlled trial at a tertiary referral cancer centre in the United Kingdom enrollin,635,True,24.0183,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis (canker sores), which are benign oral lesions. 298 participants enrolled, 85.9% female, ",
291,We conducted a pragmatic cluster RCT at a tertiary referral cancer centre in Australia enrolling patients with oral lich,648,True,32.1334,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus (a potentially malignant disorder), mean age 60 years, 82% female, enrolled via population-based re",
292,We conducted a single-arm pilot study at a university dental hospital in the United States enrolling patients with oral ,703,True,29.1516,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a chronic inflammatory oral mucosal condition generally considered benign/non-malignant""}, ""suspic",
293,We conducted a multi-centre observational study at a community oral health clinic in Sri Lanka enrolling patients with r,609,True,24.2664,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis (RAS), a benign oral condition; 1188 participants, mean age 39 years, 47% smokeless toba",
294,We conducted a multi-centre observational study at a university dental hospital in India enrolling patients with oral po,708,True,24.8655,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD), in",
295,We conducted a cross-sectional survey at a specialist maxillofacial unit in Taiwan enrolling patients with chronic perio,575,True,27.8767,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
296,We conducted a cross-sectional survey at a community oral health clinic in China enrolling patients with dental caries i,626,True,28.3547,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with dental caries recruited at a community oral health clinic (551 participants, mean age 71 years)""}, ""suspicious_or_mali",
297,We conducted a prospective cohort study at a municipal public health dental screening programme in India enrolling patie,630,True,25.1788,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis (a potentially malignan",
298,We conducted a single-arm pilot study at a tertiary referral cancer centre in South Korea enrolling patients with erythr,640,True,24.4737,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, stratified by lesion severity; a",
299,We conducted a single-arm pilot study at a specialist maxillofacial unit in Sri Lanka enrolling patients with oral submu,673,True,25.9902,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis (a potentially malignan",
